"filename", "language", "JavaScript", "JSON", "JSON with Comments", "TypeScript JSX", "TypeScript", "XML", "Markdown", "CSS", "comment", "blank", "total"
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\middleware\withAuth.tsx", "TypeScript JSX", 0, 0, 0, 21, 0, 0, 0, 0, 0, 6, 27
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\page.tsx", "TypeScript JSX", 0, 0, 0, 59, 0, 0, 0, 0, 0, 5, 64
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\signup\page.tsx", "TypeScript JSX", 0, 0, 0, 15, 0, 0, 0, 0, 0, 3, 18
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\updates\page.tsx", "TypeScript JSX", 0, 0, 0, 69, 0, 0, 0, 0, 1, 3, 73
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\lib\utils.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 7
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\next.config.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 1, 2, 10
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\package-lock.json", "JSON", 0, 24679, 0, 0, 0, 0, 0, 0, 0, 1, 24680
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\package.json", "JSON", 0, 114, 0, 0, 0, 0, 0, 0, 0, 1, 115
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\postcss.config.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\public\trading-icon.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\tailwind.config.js", "JavaScript", 78, 0, 0, 0, 0, 0, 0, 0, 1, 2, 81
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\tsconfig.json", "JSON with Comments", 0, 0, 33, 0, 0, 0, 0, 0, 4, 1, 38
"Total", "-", 91, 25755, 36, 9643, 417, 1, 21, 178, 47, 972, 37161
